Date,Time,State,City,Location_Zone,Ride_Request,Available_Vehicle,Completed_Rides,Cancelled_Rides,Average_Wait_Time,Surge_Multiplier
2026-06-07,12:00:00,Maharashtra,Mumbai,Lower Parel,175,160,162,13,5.12,1.07
2026-07-15,05:00:00,,Mumbai,Powai,47,138,41,6,4.69,1.0
2026-05-13,09:00:00,Maharashtra,Mumbai,Powai,206,161,183,23,6.07,1.14
2026-06-26,21:00:00,Maharashtra,Mumbai,Borivali,124,164,117,7,5.08,1.05
2026-07-10,02:00:00,Maharashtra,Mumbai,Andheri,68,,60,8,5.41,1.0
2026-07-12,05:00:00,Maharashtra,Mumbai,,50,148,50,0,4.02,1.03
2026-05-01,13:00:00,Maharashtra,Mumbai,Bandra,120,125,112,8,5.01,1.07
2026-07-17,00:00:00,Maharashtra,Mumbai,Borivali,62,146,53,9,4.62,1.05
2026-05-21,06:00:00,Maharashtra,Mumbai,Kurla,112,203,102,10,5.37,1.0
2026-05-21,18:00:00,Maharashtra,Mumbai,Dadar,149,114,132,17,6.83,1.18
2026-05-15,17:00:00,Maharashtra,Mumbai,Thane,155,153,140,15,8.44,1.17
2026-07-28,11:00:00,Maharashtra,Mumbai,Bandra,70,116,64,6,5.35,1.02
2026-06-01,23:00:00,Maharashtra,Mumbai,Kurla,143,197,132,11,5.55,1.0
2026-05-11,05:00:00,Maharashtra,Mumbai,Lower Parel,48,161,43,5,5.41,
2026-06-12,15:00:00,Maharashtra,Mumbai,Lower Parel,115,177,109,6,5.04,1.0
2026-06-10,13:00:00,Maharashtra,Mumbai,Andheri,142,164,128,14,5.03,1.03
2026-07-09,00:00:00,Maharashtra,Mumbai,Lower Parel,56,143,54,2,4.23,1.0
2026-07-09,09:00:00,Maharashtra,Mumbai,Powai,193,135,164,29,7.36,1.17
2026-05-19,12:00:00,Maharashtra,Mumbai,Andheri,138,151,120,18,6.38,1.05
2026-06-22,14:00:00,Maharashtra,Mumbai,Thane,95,108,86,9,3.97,1.02
2026-05-11,14:00:00,Maharashtra,Mumbai,Andheri,155,161,140,15,5.71,1.0
2026-05-09,10:00:00,Maharashtra,Mumbai,Powai,86,126,76,10,5.38,1.0
2026-07-11,03:00:00,Maharashtra,Mumbai,Borivali,62,183,59,3,3.74,1.02
2026-05-21,04:00:00,Maharashtra,Mumbai,Andheri,31,167,25,6,4.82,1.01
2026-06-22,20:00:00,Maharashtra,Mumbai,Bandra,161,138,149,12,6.91,1.12
2026-05-29,04:00:00,Maharashtra,Mumbai,Thane,,128,46,5,4.83,1.0
2026-07-27,14:00:00,Maharashtra,Mumbai,Kurla,206,198,177,29,7.67,1.09
2026-07-23,11:00:00,Maharashtra,Mumbai,Thane,68,99,62,6,3.63,1.0
2026-07-05,19:00:00,Maharashtra,Mumbai,Andheri,182,155,162,20,6.62,1.16
2026-05-02,18:00:00,Maharashtra,Mumbai,Andheri,187,156,173,14,6.83,1.15
2026-05-17,17:00:00,Maharashtra,Mumbai,Borivali,179,186,165,14,6.7,1.08
2026-07-01,21:00:00,Maharashtra,Mumbai,Lower Parel,107,183,91,16,4.95,1.0
2026-07-01,17:00:00,Maharashtra,Mumbai,Bandra,200,137,172,28,7.57,1.24
2026-07-23,08:00:00,Maharashtra,Mumbai,Dadar,109,108,100,9,7.66,1.1
2026-06-06,00:00:00,Maharashtra,Mumbai,Borivali,69,167,65,4,4.25,1.0
2026-07-19,21:00:00,Maharashtra,Mumbai,Kurla,109,207,103,6,5.06,1.03
2026-07-24,10:00:00,Maharashtra,Mumbai,Andheri,87,131,82,5,5.96,1.0
2026-06-29,02:00:00,Maharashtra,Mumbai,Thane,37,127,35,2,4.76,1.0
2026-05-18,17:00:00,Maharashtra,Mumbai,Kurla,290,242,249,41,6.43,1.12
2026-07-12,05:00:00,Maharashtra,Mumbai,Borivali,66,177,63,3,4.32,1.01
2026-07-12,09:00:00,Maharashtra,Mumbai,Lower Parel,171,159,159,12,6.65,1.05
2026-06-08,09:00:00,Maharashtra,Mumbai,Kurla,303,207,267,36,7.2,1.17
2026-07-16,19:00:00,Maharashtra,Mumbai,Borivali,265,184,232,33,8.37,1.22
2026-06-27,05:00:00,Maharashtra,Mumbai,Andheri,53,131,48,5,5.2,
2026-05-29,02:00:00,Maharashtra,Mumbai,,32,112,29,3,3.64,1.0
2026-06-05,16:00:00,,Mumbai,Lower Parel,131,163,117,14,6.22,1.0
2026-06-29,05:00:00,Maharashtra,Mumbai,Dadar,29,94,26,3,4.84,1.0
2026-07-09,13:00:00,Maharashtra,Mumbai,Kurla,192,221,170,22,6.16,1.04
2026-06-03,12:00:00,Maharashtra,,Dadar,116,97,111,5,6.97,
2026-05-07,09:00:00,Maharashtra,Mumbai,Thane,192,150,173,19,7.12,1.16
2026-07-26,10:00:00,Maharashtra,Mumbai,Dadar,68,110,65,3,5.82,1.04
2026-07-27,01:00:00,Maharashtra,Mumbai,Bandra,45,110,44,1,4.71,1.01
2026-06-23,08:00:00,Maharashtra,Mumbai,Lower Parel,222,182,203,19,,1.1
2026-07-13,06:00:00,Maharashtra,Mumbai,Kurla,156,210,146,10,4.37,1.02
2026-06-29,23:00:00,Maharashtra,Mumbai,Borivali,116,166,104,12,6.29,1.03
2026-06-13,14:00:00,Maharashtra,Mumbai,Borivali,167,197,158,9,5.14,1.0
2026-05-12,00:00:00,Maharashtra,Mumbai,Powai,60,126,57,3,4.98,1.0
2026-07-15,02:00:00,Maharashtra,Mumbai,Powai,47,142,46,1,3.47,1.0
2026-05-12,15:00:00,Maharashtra,Mumbai,Lower Parel,112,180,104,8,6.64,1.0
2026-06-08,09:00:00,Maharashtra,Mumbai,Powai,197,157,175,22,6.24,1.12
2026-07-20,04:00:00,Maharashtra,Mumbai,Thane,38,113,32,6,4.63,1.0
2026-05-25,22:00:00,Maharashtra,Mumbai,Dadar,49,88,46,3,5.63,1.03
2026-06-01,04:00:00,Maharashtra,Mumbai,Dadar,47,104,46,1,3.92,1.02
2026-06-30,14:00:00,Maharashtra,Mumbai,Kurla,190,226,177,13,5.55,1.07
2026-07-12,02:00:00,Maharashtra,Mumbai,Kurla,86,186,80,6,4.16,1.0
2026-06-10,12:00:00,Maharashtra,Mumbai,Powai,130,142,117,13,6.27,1.0
2026-05-12,05:00:00,Maharashtra,Mumbai,Borivali,67,185,59,8,4.39,1.05
2026-06-28,00:00:00,Maharashtra,Mumbai,Lower Parel,63,162,57,6,4.37,1.0
2026-05-23,00:00:00,Maharashtra,Mumbai,Kurla,71,201,68,3,5.15,1.0
2026-07-28,04:00:00,Maharashtra,Mumbai,Kurla,63,185,56,7,5.81,1.0
2026-06-18,08:00:00,Maharashtra,Mumbai,Kurla,237,207,213,24,8.02,1.13
2026-06-23,07:00:00,Maharashtra,Mumbai,Kurla,233,225,216,17,7.14,1.07
2026-07-25,17:00:00,Maharashtra,Mumbai,Andheri,135,164,131,4,5.46,1.1
2026-05-29,02:00:00,Maharashtra,Mumbai,Kurla,58,185,57,1,5.1,1.03
2026-07-10,00:00:00,Maharashtra,Mumbai,Dadar,32,90,28,4,4.38,1.0
2026-05-22,22:00:00,Maharashtra,Mumbai,Bandra,73,111,66,7,5.66,1.01
2026-06-16,09:00:00,Maharashtra,Mumbai,Lower Parel,214,161,197,17,6.61,1.16
2026-07-21,15:00:00,Maharashtra,Mumbai,Thane,80,130,77,3,5.24,1.0
2026-07-20,03:00:00,Maharashtra,Mumbai,Powai,50,126,47,3,3.99,1.0
2026-07-03,13:00:00,Maharashtra,Mumbai,Dadar,118,81,107,11,6.2,1.18
2026-06-01,18:00:00,Maharashtra,Mumbai,Thane,167,107,149,18,8.07,1.25
2026-06-02,17:00:00,Maharashtra,Mumbai,Kurla,279,236,249,30,7.4,1.12
2026-07-12,05:00:00,Maharashtra,Mumbai,Lower Parel,52,154,49,3,4.64,1.0
2026-07-25,15:00:00,Maharashtra,Mumbai,Borivali,113,171,107,6,5.98,1.01
2026-05-17,04:00:00,Maharashtra,Mumbai,Borivali,54,167,49,5,4.33,1.01
2026-07-22,11:00:00,Maharashtra,Mumbai,Powai,87,127,76,11,5.35,1.0
,08:00:00,Maharashtra,Mumbai,Bandra,131,117,115,16,7.05,1.1
2026-05-24,12:00:00,Maharashtra,Mumbai,Borivali,161,172,149,12,5.13,1.03
2026-07-18,,Maharashtra,Mumbai,Lower Parel,196,169,175,21,6.58,1.14
2026-07-28,15:00:00,Maharashtra,Mumbai,Bandra,80,115,72,8,6.11,1.0
2026-06-16,08:00:00,Maharashtra,Mumbai,Powai,164,163,147,17,5.98,1.13
2026-05-16,17:00:00,Maharashtra,Mumbai,Bandra,138,156,129,9,5.78,1.07
2026-07-06,21:00:00,Maharashtra,Mumbai,Powai,105,116,99,6,6.14,1.0
2026-05-14,02:00:00,Maharashtra,Mumbai,Kurla,77,197,74,3,5.02,1.0
2026-05-13,07:00:00,Maharashtra,Mumbai,Bandra,184,132,160,24,7.64,1.15
2026-05-17,20:00:00,Maharashtra,Mumbai,Thane,114,127,106,8,6.25,1.01
2026-07-02,21:00:00,Maharashtra,Mumbai,Andheri,130,147,123,7,4.89,1.03
2026-06-15,14:00:00,Maharashtra,Mumbai,Bandra,131,134,120,11,5.47,1.07
2026-07-04,03:00:00,Maharashtra,Mumbai,Powai,,114,53,3,6.58,1.0
2026-05-12,13:00:00,Maharashtra,Mumbai,Andheri,139,160,124,15,5.63,1.04
2026-06-09,05:00:00,Maharashtra,Mumbai,Kurla,96,169,89,7,4.89,1.0
2026-06-20,12:00:00,Maharashtra,Mumbai,Powai,110,157,103,7,5.05,1.04
2026-06-24,11:00:00,Maharashtra,Mumbai,Powai,77,137,75,2,6.67,1.0
2026-06-03,01:00:00,Maharashtra,Mumbai,Kurla,78,213,72,6,4.56,1.0
2026-07-26,11:00:00,Maharashtra,Mumbai,Thane,72,115,70,2,5.15,1.02
2026-07-12,12:00:00,Maharashtra,Mumbai,Powai,150,136,133,17,5.36,1.09
2026-05-13,05:00:00,Maharashtra,Mumbai,Andheri,46,124,40,6,6.24,1.0
2026-06-27,07:00:00,Maharashtra,Mumbai,Thane,99,122,93,6,5.35,1.02
2026-07-02,22:00:00,Maharashtra,Mumbai,Kurla,165,202,149,16,5.76,1.02
2026-07-28,19:00:00,Maharashtra,Mumbai,Powai,215,159,189,26,8.27,1.16
2026-05-27,12:00:00,Maharashtra,Mumbai,Borivali,145,171,137,8,6.43,1.02
2026-07-06,10:00:00,Maharashtra,Mumbai,Lower Parel,105,159,97,8,4.69,1.02
2026-05-23,14:00:00,Maharashtra,Mumbai,Thane,99,122,91,8,5.82,1.03
2026-05-31,08:00:00,Maharashtra,Mumbai,Kurla,,169,193,10,6.62,1.04
2026-07-13,06:00:00,Maharashtra,,Andheri,95,150,92,3,6.64,1.0
2026-06-20,10:00:00,Maharashtra,Mumbai,Lower Parel,97,170,93,4,4.82,1.0
2026-07-06,08:00:00,Maharashtra,Mumbai,Bandra,202,144,185,17,8.52,1.18
2026-06-03,15:00:00,Maharashtra,Mumbai,Bandra,92,123,89,3,5.12,1.0
2026-05-22,01:00:00,Maharashtra,Mumbai,Lower Parel,59,150,55,4,4.22,1.0
2026-06-04,11:00:00,Maharashtra,Mumbai,Andheri,102,145,93,9,5.47,1.0
2026-07-08,00:00:00,Maharashtra,Mumbai,Kurla,75,183,68,7,4.31,1.0
2026-07-24,06:00:00,Maharashtra,Mumbai,Dadar,79,108,72,7,6.03,1.01
2026-05-27,01:00:00,Maharashtra,Mumbai,Thane,44,123,43,1,4.75,1.0
2026-05-09,03:00:00,Maharashtra,Mumbai,Lower Parel,77,141,73,4,4.89,1.01
2026-05-01,20:00:00,Maharashtra,Mumbai,Thane,189,126,153,36,7.02,1.21
2026-05-18,17:00:00,Maharashtra,Mumbai,Bandra,190,141,172,18,7.58,1.18
2026-05-02,08:00:00,Maharashtra,Mumbai,Borivali,196,195,182,14,6.14,1.06
2026-07-28,02:00:00,Maharashtra,Mumbai,Lower Parel,49,131,44,5,4.91,1.0
2026-05-29,19:00:00,Maharashtra,Mumbai,Thane,159,128,144,15,7.41,1.15
2026-05-01,04:00:00,Maharashtra,Mumbai,Andheri,43,125,40,3,4.13,1.0
2026-07-07,21:00:00,Maharashtra,Mumbai,Thane,75,96,71,4,6.19,1.01
2026-07-14,18:00:00,Maharashtra,Mumbai,Borivali,262,192,230,32,6.17,1.18
2026-06-18,13:00:00,Maharashtra,Mumbai,Bandra,95,139,92,3,5.64,1.0
2026-07-19,02:00:00,Maharashtra,Mumbai,Lower Parel,71,149,64,7,5.56,1.02
2026-06-01,11:00:00,Maharashtra,Mumbai,Borivali,128,162,116,12,6.08,1.03
2026-07-01,11:00:00,Maharashtra,Mumbai,Lower Parel,116,167,110,6,5.22,1.0
2026-07-17,11:00:00,Maharashtra,Mumbai,Powai,80,137,73,7,4.78,1.02
2026-07-10,15:00:00,Maharashtra,Mumbai,Dadar,80,101,69,11,6.03,1.03
2026-05-25,02:00:00,Maharashtra,Mumbai,Kurla,,,68,4,5.19,1.0
2026-05-22,07:00:00,Maharashtra,Mumbai,Borivali,229,202,207,22,7.09,1.13
2026-07-04,14:00:00,Maharashtra,Mumbai,Powai,124,118,110,14,5.91,1.08
2026-06-06,16:00:00,Maharashtra,Mumbai,Lower Parel,124,148,113,11,5.26,1.03
2026-07-20,01:00:00,Maharashtra,Mumbai,Powai,41,121,40,1,5.18,1.01
2026-06-04,01:00:00,Maharashtra,Mumbai,Kurla,91,180,86,5,4.2,1.0
2026-07-15,17:00:00,Maharashtra,Mumbai,Borivali,261,233,229,32,7.06,1.09
2026-07-26,04:00:00,Maharashtra,Mumbai,Thane,44,125,40,4,4.41,1.0
,16:00:00,Maharashtra,Mumbai,Kurla,111,193,102,9,4.98,1.02
2026-05-27,08:00:00,Maharashtra,Mumbai,Andheri,178,148,160,18,7.17,1.15
2026-06-13,20:00:00,Maharashtra,Mumbai,Lower Parel,218,173,205,13,7.17,1.1
2026-06-12,16:00:00,Maharashtra,Mumbai,Bandra,80,114,74,6,5.0,1.01
2026-07-18,23:00:00,Maharashtra,Mumbai,Thane,74,116,66,8,5.74,1.0
2026-06-14,20:00:00,Maharashtra,Mumbai,Bandra,146,129,137,9,6.83,1.08
2026-05-04,23:00:00,Maharashtra,Mumbai,Thane,80,96,72,8,5.27,1.01
2026-05-18,00:00:00,Maharashtra,Mumbai,Borivali,69,170,67,2,4.75,1.0
2026-07-03,14:00:00,Maharashtra,Mumbai,Dadar,106,106,100,6,6.12,1.09
2026-07-01,00:00:00,Maharashtra,Mumbai,Andheri,51,124,50,1,4.5,1.0
2026-07-07,11:00:00,Maharashtra,,Lower Parel,145,162,132,13,6.36,1.03
2026-07-12,00:00:00,Maharashtra,Mumbai,Borivali,65,185,60,5,4.54,1.03
2026-06-03,09:00:00,Maharashtra,Mumbai,,201,152,180,21,6.6,1.16
2026-07-11,06:00:00,Maharashtra,Mumbai,Andheri,116,144,104,12,4.89,1.0
2026-05-31,05:00:00,Maharashtra,Mumbai,Thane,35,110,33,2,4.34,1.0
2026-05-16,03:00:00,Maharashtra,Mumbai,Dadar,25,103,25,0,4.1,1.05
2026-06-01,17:00:00,Maharashtra,Mumbai,Powai,194,177,177,17,7.26,1.11
2026-06-20,21:00:00,Maharashtra,Mumbai,Thane,84,105,75,9,6.49,1.03
2026-06-28,10:00:00,Maharashtra,Mumbai,Dadar,70,115,62,8,4.35,1.02
2026-06-03,08:00:00,Maharashtra,Mumbai,Lower Parel,231,180,202,29,8.17,1.12
2026-07-13,17:00:00,Maharashtra,Mumbai,Andheri,204,169,180,24,6.73,1.16
2026-07-07,17:00:00,Maharashtra,Mumbai,Lower Parel,265,169,227,38,8.12,1.21
2026-06-23,22:00:00,Maharashtra,Mumbai,Powai,89,149,85,4,5.26,1.01
2026-06-22,01:00:00,Maharashtra,Mumbai,Andheri,44,160,42,2,4.91,1.03
2026-07-03,10:00:00,Maharashtra,Mumbai,Bandra,106,126,99,7,4.83,1.01
2026-05-01,18:00:00,Maharashtra,Mumbai,Borivali,280,201,250,30,7.49,1.21
2026-06-17,07:00:00,Maharashtra,Mumbai,Dadar,121,118,110,11,6.41,1.08
2026-05-03,08:00:00,Maharashtra,Mumbai,Kurla,225,214,206,19,6.73,1.09
2026-06-05,11:00:00,Maharashtra,Mumbai,Thane,69,126,66,3,5.13,1.06
2026-05-31,03:00:00,Maharashtra,Mumbai,Lower Parel,71,148,69,2,5.74,1.0
2026-06-01,00:00:00,Maharashtra,Mumbai,Thane,53,97,46,7,4.77,1.0
2026-06-05,01:00:00,Maharashtra,Mumbai,Andheri,63,145,53,10,4.95,1.0
2026-05-23,11:00:00,Maharashtra,Mumbai,Andheri,80,144,76,4,4.71,1.0
2026-06-01,02:00:00,Maharashtra,Mumbai,Lower Parel,76,163,72,4,4.93,1.0
2026-05-25,02:00:00,Maharashtra,Mumbai,Andheri,49,123,49,0,4.39,1.03
2026-05-26,09:00:00,Maharashtra,Mumbai,Lower Parel,214,199,199,15,6.56,1.12
2026-05-10,07:00:00,Maharashtra,Mumbai,Powai,141,135,125,16,,1.1
2026-06-24,01:00:00,Maharashtra,Mumbai,Thane,51,94,48,3,4.95,1.02
2026-06-07,13:00:00,Maharashtra,Mumbai,Borivali,186,198,167,19,6.66,1.06
2026-07-13,19:00:00,Maharashtra,Mumbai,Borivali,325,164,271,54,7.78,1.31
2026-05-03,09:00:00,Maharashtra,Mumbai,Borivali,167,209,157,10,,1.01
2026-06-04,17:00:00,Maharashtra,Mumbai,Borivali,278,224,251,27,7.03,1.18
2026-07-07,04:00:00,Maharashtra,Mumbai,Thane,49,99,44,5,4.33,1.04
2026-05-06,12:00:00,Maharashtra,Mumbai,Borivali,188,207,173,15,6.85,1.02
2026-05-27,01:00:00,Maharashtra,Mumbai,Borivali,65,161,57,8,5.32,1.0
2026-06-24,10:00:00,Maharashtra,Mumbai,Andheri,70,154,67,3,5.79,1.0
2026-07-10,20:00:00,Maharashtra,Mumbai,Borivali,312,198,276,36,7.61,1.2
2026-06-14,23:00:00,Maharashtra,Mumbai,Dadar,63,116,55,8,5.92,1.0
2026-07-24,17:00:00,Maharashtra,Mumbai,Thane,177,131,158,19,7.71,1.18
2026-05-21,04:00:00,Maharashtra,Mumbai,Powai,39,131,39,0,4.33,1.0
2026-06-14,02:00:00,Maharashtra,Mumbai,Powai,47,133,43,4,4.62,1.0
2026-06-28,00:00:00,Maharashtra,Mumbai,Dadar,39,99,39,0,4.59,1.03
2026-06-26,07:00:00,Maharashtra,Mumbai,Lower Parel,191,172,165,26,6.49,1.07
2026-07-02,01:00:00,Maharashtra,Mumbai,Thane,47,89,46,1,4.52,1.0
2026-07-03,17:00:00,Maharashtra,Mumbai,Borivali,287,209,257,30,6.54,1.2
2026-06-17,06:00:00,Maharashtra,Mumbai,Powai,100,123,95,5,4.93,1.02
2026-07-27,09:00:00,Maharashtra,Mumbai,Bandra,156,151,144,12,6.02,1.11
2026-06-24,09:00:00,Maharashtra,,Dadar,103,142,99,4,6.59,1.06
2026-07-26,09:00:00,Maharashtra,Mumbai,,128,167,121,7,5.69,1.03
2026-07-24,08:00:00,Maharashtra,Mumbai,Lower Parel,184,171,163,21,5.59,1.09
2026-06-18,01:00:00,Maharashtra,Mumbai,Thane,40,122,39,1,4.91,1.0
2026-05-18,20:00:00,Maharashtra,Mumbai,Dadar,115,110,108,7,7.23,1.12
2026-06-18,15:00:00,Maharashtra,Mumbai,Thane,76,107,71,5,5.63,1.0
2026-05-19,23:00:00,Maharashtra,Mumbai,Kurla,119,191,108,11,4.18,1.01
2026-05-06,15:00:00,Maharashtra,Mumbai,Kurla,141,198,124,17,5.81,1.0
2026-06-19,01:00:00,Maharashtra,Mumbai,Powai,44,114,41,3,3.91,1.0
2026-05-07,02:00:00,Maharashtra,Mumbai,Borivali,76,170,71,5,5.55,1.0
2026-07-28,13:00:00,Maharashtra,Mumbai,Andheri,164,147,147,17,6.84,1.1
2026-05-08,21:00:00,Maharashtra,Mumbai,Thane,94,123,87,7,4.4,1.0
2026-06-13,12:00:00,Maharashtra,Mumbai,Borivali,182,167,167,15,6.07,1.07
2026-06-16,22:00:00,Maharashtra,Mumbai,Thane,83,111,78,5,5.56,1.01
2026-07-22,09:00:00,Maharashtra,Mumbai,Dadar,136,112,126,10,5.96,1.13
2026-07-18,19:00:00,Maharashtra,Mumbai,Thane,113,125,104,9,6.02,1.07
2026-07-18,16:00:00,Maharashtra,Mumbai,,117,180,116,1,6.0,1.03
2026-05-21,21:00:00,Maharashtra,Mumbai,Bandra,95,112,84,11,5.86,
2026-07-14,04:00:00,Maharashtra,Mumbai,Lower Parel,57,160,53,4,4.23,1.01
2026-06-08,09:00:00,Maharashtra,Mumbai,Lower Parel,239,175,206,33,7.28,1.15
2026-07-14,01:00:00,Maharashtra,Mumbai,Kurla,71,193,68,3,5.22,1.0
2026-05-28,21:00:00,Maharashtra,Mumbai,Bandra,64,124,58,6,5.09,1.04
2026-07-07,02:00:00,Maharashtra,Mumbai,Kurla,82,164,78,4,4.65,1.0
2026-05-03,14:00:00,Maharashtra,Mumbai,Andheri,173,157,159,14,6.46,1.06
2026-06-14,08:00:00,Maharashtra,Mumbai,Thane,118,131,108,10,5.88,1.06
2026-07-28,08:00:00,Maharashtra,Mumbai,Thane,149,134,132,17,6.96,1.14
2026-05-20,02:00:00,Maharashtra,Mumbai,Powai,49,129,45,4,4.91,1.02
2026-06-25,11:00:00,Maharashtra,Mumbai,Kurla,136,182,127,9,5.09,1.0
2026-06-12,02:00:00,Maharashtra,Mumbai,Powai,44,122,41,3,3.78,1.0
2026-06-21,02:00:00,Maharashtra,Mumbai,Powai,48,125,44,4,5.71,1.03
2026-06-08,02:00:00,Maharashtra,Mumbai,Dadar,43,96,39,4,5.59,1.03
2026-07-08,17:00:00,Maharashtra,Mumbai,Andheri,245,160,221,24,7.29,1.28
2026-05-09,07:00:00,Maharashtra,Mumbai,Borivali,190,186,172,18,5.91,1.14
2026-05-22,17:00:00,Maharashtra,Mumbai,Borivali,,212,215,25,7.76,1.2
2026-05-28,12:00:00,Maharashtra,Mumbai,Borivali,169,177,151,18,5.26,1.02
2026-06-15,02:00:00,Maharashtra,Mumbai,,60,196,55,5,4.17,1.02
2026-06-07,19:00:00,Maharashtra,Mumbai,Thane,150,126,131,19,6.02,1.11
2026-06-09,12:00:00,Maharashtra,Mumbai,Bandra,113,120,103,10,5.04,1.05
2026-07-13,15:00:00,Maharashtra,Mumbai,Bandra,91,122,81,10,6.05,1.02
2026-06-15,07:00:00,Maharashtra,Mumbai,Thane,120,140,108,12,5.86,1.04
2026-05-18,21:00:00,Maharashtra,Mumbai,Kurla,131,212,122,9,5.18,1.03
2026-06-26,15:00:00,Maharashtra,Mumbai,Thane,68,111,59,9,5.37,1.02
2026-06-10,23:00:00,Maharashtra,Mumbai,Lower Parel,114,149,106,8,5.14,1.01
2026-06-01,11:00:00,Maharashtra,Mumbai,Powai,86,153,82,4,4.16,1.0
2026-07-04,17:00:00,Maharashtra,Mumbai,Borivali,232,189,207,25,5.88,1.12
2026-07-08,18:00:00,Maharashtra,Mumbai,Kurla,325,219,280,45,7.59,1.19
2026-05-29,08:00:00,Maharashtra,Mumbai,Bandra,168,157,149,19,6.71,1.11
2026-06-10,17:00:00,Maharashtra,Mumbai,Bandra,179,132,163,16,7.6,1.16
2026-07-11,04:00:00,Maharashtra,Mumbai,Lower Parel,72,161,62,10,5.97,1.03
2026-05-15,01:00:00,Maharashtra,Mumbai,Powai,52,142,44,8,4.94,1.01
2026-05-14,06:00:00,Maharashtra,Mumbai,Andheri,90,143,88,2,5.16,1.0
2026-05-06,23:00:00,Maharashtra,Mumbai,Thane,84,112,78,6,5.26,1.0
2026-05-22,01:00:00,Maharashtra,Mumbai,Powai,52,136,48,4,5.03,1.0
2026-06-09,08:00:00,Maharashtra,Mumbai,Dadar,121,115,109,12,6.76,1.14
2026-07-07,02:00:00,Maharashtra,Mumbai,Thane,43,98,40,3,3.91,
2026-05-07,15:00:00,Maharashtra,Mumbai,Bandra,96,106,89,7,5.69,1.0
2026-06-07,13:00:00,Maharashtra,Mumbai,Bandra,96,114,87,9,5.86,1.0
2026-07-15,02:00:00,Maharashtra,Mumbai,Andheri,49,134,47,2,5.16,1.0
2026-05-09,13:00:00,Maharashtra,Mumbai,Andheri,152,152,139,13,5.59,1.04
2026-06-30,22:00:00,Maharashtra,Mumbai,Dadar,68,108,67,1,4.79,1.02
2026-05-26,21:00:00,Maharashtra,Mumbai,Thane,78,130,71,7,5.88,1.0
2026-06-26,16:00:00,Maharashtra,Mumbai,Thane,67,128,62,5,4.84,1.01
2026-06-02,12:00:00,Maharashtra,Mumbai,Powai,155,122,139,16,6.7,1.07
2026-05-05,17:00:00,Maharashtra,Mumbai,Lower Parel,236,181,217,19,6.91,1.21
2026-05-22,06:00:00,Maharashtra,Mumbai,Dadar,64,93,63,1,4.86,1.03
2026-05-02,19:00:00,Maharashtra,Mumbai,Borivali,210,185,187,23,6.57,1.12
2026-07-08,10:00:00,Maharashtra,Mumbai,Lower Parel,136,164,131,5,4.4,1.03
2026-05-28,23:00:00,Maharashtra,Mumbai,Lower Parel,114,165,105,9,5.57,1.0
2026-06-19,08:00:00,Maharashtra,Mumbai,Dadar,138,125,122,16,7.08,1.1
2026-05-30,09:00:00,Maharashtra,Mumbai,Dadar,94,96,86,8,6.66,1.08
2026-05-06,21:00:00,,Mumbai,Thane,91,109,85,6,5.06,1.03
2026-07-01,23:00:00,Maharashtra,Mumbai,Andheri,108,153,101,7,6.4,1.0
2026-07-16,,Maharashtra,Mumbai,Kurla,162,228,143,19,4.93,1.0
2026-05-24,10:00:00,Maharashtra,Mumbai,Powai,90,120,80,10,4.62,1.02
2026-06-24,07:00:00,Maharashtra,Mumbai,Andheri,180,161,165,15,6.19,1.1
2026-06-09,22:00:00,Maharashtra,Mumbai,Andheri,100,127,92,8,4.45,1.02
2026-05-08,04:00:00,Maharashtra,Mumbai,Bandra,47,117,43,4,5.49,1.03
2026-05-10,01:00:00,Maharashtra,Mumbai,Borivali,93,164,90,3,5.04,1.0
2026-05-16,14:00:00,Maharashtra,Mumbai,Bandra,119,118,114,5,5.94,1.04
2026-07-13,09:00:00,Maharashtra,Mumbai,Lower Parel,211,204,193,18,5.77,1.11
2026-05-20,01:00:00,Maharashtra,Mumbai,Dadar,23,96,22,1,4.89,1.01
2026-07-06,14:00:00,Maharashtra,Mumbai,Borivali,189,183,171,18,5.91,1.04
2026-06-11,10:00:00,Maharashtra,Mumbai,Borivali,141,182,132,9,5.9,1.03
2026-07-03,04:00:00,Maharashtra,Mumbai,Dadar,37,92,36,1,5.06,1.01
2026-07-04,10:00:00,Maharashtra,Mumbai,Lower Parel,129,169,120,9,5.62,1.01
2026-06-02,21:00:00,Maharashtra,Mumbai,Dadar,72,98,64,8,4.97,1.0
2026-06-21,19:00:00,Maharashtra,Mumbai,Bandra,141,145,130,11,6.66,1.05
2026-05-26,12:00:00,Maharashtra,Mumbai,Bandra,103,117,99,4,5.78,1.01
2026-06-12,07:00:00,Maharashtra,Mumbai,Bandra,167,128,149,18,7.18,1.15
2026-06-20,19:00:00,Maharashtra,Mumbai,Thane,118,124,112,6,6.68,1.06
2026-06-23,22:00:00,Maharashtra,Mumbai,Andheri,90,143,79,11,5.69,1.0
2026-05-26,15:00:00,Maharashtra,Mumbai,Dadar,70,96,65,5,5.82,1.02
2026-06-27,12:00:00,Maharashtra,Mumbai,,93,105,86,7,5.69,1.06
2026-05-01,05:00:00,Maharashtra,Mumbai,Thane,50,105,46,4,5.08,1.0
2026-05-29,16:00:00,Maharashtra,Mumbai,Dadar,75,98,70,5,5.8,1.0
