Date,Area,Sector_Number,Daily_Ridership,Weather,Vehicle_Availability,Delay_Minutes
2024-04-09,Sector 52,52,1717,Clear,1.0,4.0
2024-04-10,Sector 52,52,1820,Clear,6.8,4.2
2024-04-11,Sector 52,52,1643,Clear,3.0,6.9
2024-04-12,Sector 52,52,1590,Clear,1.0,6.7
2024-04-13,Sector 52,52,1561,Clear,6.1,3.4
2024-04-14,Sector 52,52,1423,Rain,1.0,11.6
2024-04-15,Sector 52,52,1651,Clear,1.0,5.7
2024-04-16,Sector 52,52,1728,Clear,1.0,3.9
2024-04-17,Sector 52,52,1667,Rain,1.0,10.3
2024-04-18,Sector 52,52,1633,Clear,1.0,7.2
2024-04-19,Sector 52,52,1548,Clear,5.2,3.1
2024-04-20,Sector 52,52,1587,Clear,8.0,5.3
2024-04-21,Sector 52,52,1465,Clear,1.0,3.7
2024-04-22,Sector 52,52,1735,Clear,1.0,5.9
2024-04-23,Sector 52,52,1722,Clear,1.0,3.0
2024-04-24,Sector 52,52,1778,Clear,1.0,4.5
2024-04-25,Sector 52,52,1654,Clear,1.0,4.2
2024-04-26,Sector 52,52,1643,Cloudy,1.0,6.4
2024-04-27,Sector 52,52,1394,Clear,3.2,4.6
2024-04-28,Sector 52,52,1446,Rain,1.0,11.5
2024-04-29,Sector 52,52,1706,Cloudy,1.0,5.1
2024-04-30,Sector 52,52,1598,Cloudy,5.8,7.7
2024-05-01,Sector 52,52,1703,Clear,1.0,5.5
2024-05-02,Sector 52,52,1809,Rain,1.0,11.0
2024-05-03,Sector 52,52,1631,Cloudy,5.5,3.9
2024-05-04,Sector 52,52,1371,Clear,1.0,5.2
2024-05-05,Sector 52,52,1454,Cloudy,1.0,8.7
2024-05-06,Sector 52,52,1538,Rain,1.0,10.6
2024-05-07,Sector 52,52,1794,Cloudy,10.2,7.1
2024-05-08,Sector 52,52,1677,Clear,4.6,5.3
2024-05-09,Sector 52,52,1600,Rain,1.0,10.8
2024-05-10,Sector 52,52,1615,Clear,4.7,3.2
2024-05-11,Sector 52,52,1378,Clear,1.0,4.2
2024-05-12,Sector 52,52,1582,Clear,1.9,2.7
2024-05-13,Sector 52,52,1836,Clear,3.3,1.3
2024-05-14,Sector 52,52,1525,Clear,1.0,5.1
2024-05-15,Sector 52,52,1761,Clear,1.8,4.7
2024-05-16,Sector 52,52,1640,Clear,7.5,5.1
2024-05-17,Sector 52,52,1780,Clear,1.0,5.3
2024-05-18,Sector 52,52,1312,Cloudy,1.0,4.9
2024-05-19,Sector 52,52,1503,Clear,1.0,2.2
2024-05-20,Sector 52,52,1622,Cloudy,2.4,6.1
2024-05-21,Sector 52,52,1720,Clear,5.8,4.3
2024-05-22,Sector 52,52,1663,Clear,1.0,7.0
2024-05-23,Sector 52,52,1659,Cloudy,1.0,5.0
2024-05-24,Sector 52,52,1646,Cloudy,1.0,7.8
2024-05-25,Sector 52,52,1622,Clear,3.3,3.5
2024-05-26,Sector 52,52,1459,Clear,1.4,4.2
2024-05-27,Sector 52,52,1734,Clear,4.9,3.9
2024-05-28,Sector 52,52,1711,Clear,9.0,2.9
2024-05-29,Sector 52,52,1734,Cloudy,1.0,5.0
2024-05-30,Sector 52,52,1555,Clear,1.0,5.8
2024-05-31,Sector 52,52,1715,Cloudy,1.0,7.0
2024-06-01,Sector 52,52,1501,Clear,3.1,5.5
2024-06-02,Sector 52,52,1358,Cloudy,1.0,6.5
2024-06-03,Sector 52,52,1626,Cloudy,1.0,7.4
2024-06-04,Sector 52,52,1858,Clear,2.5,5.0
2024-06-05,Sector 52,52,1607,Clear,1.0,4.6
2024-06-06,Sector 52,52,1608,Clear,2.6,4.6
2024-06-07,Sector 52,52,1683,Clear,4.0,1.7
2024-06-08,Sector 52,52,1411,Clear,1.5,4.3
2024-06-09,Sector 52,52,1474,Cloudy,1.0,5.9
2024-06-10,Sector 52,52,1596,Clear,1.0,4.1
2024-06-11,Sector 52,52,1675,Clear,3.2,3.6
2024-06-12,Sector 52,52,1630,Rain,1.0,10.6
2024-06-13,Sector 52,52,1817,Clear,3.1,2.6
2024-06-14,Sector 52,52,1638,Clear,1.0,4.7
2024-06-15,Sector 52,52,1433,Clear,2.1,5.3
2024-06-16,Sector 52,52,1549,Cloudy,1.0,4.6
2024-06-17,Sector 52,52,1501,Rain,1.0,8.2
2024-06-18,Sector 52,52,1786,Rain,1.0,9.8
2024-06-19,Sector 52,52,1536,Clear,1.0,3.6
2024-06-20,Sector 52,52,1738,Rain,1.0,7.7
2024-06-21,Sector 52,52,1761,Cloudy,6.3,6.3
2024-06-22,Sector 52,52,1397,Clear,1.0,4.8
2024-06-23,Sector 52,52,1404,Clear,1.0,4.9
2024-06-24,Sector 52,52,1612,Clear,4.3,6.4
2024-06-25,Sector 52,52,1678,Cloudy,1.0,7.5
2024-06-26,Sector 52,52,1526,Clear,1.0,3.9
2024-06-27,Sector 52,52,1608,Clear,1.0,3.8
2024-06-28,Sector 52,52,1588,Clear,1.0,3.5
2024-06-29,Sector 52,52,1330,Cloudy,1.0,7.3
2024-06-30,Sector 52,52,1339,Cloudy,1.6,7.1
2024-07-01,Sector 52,52,1625,Clear,1.4,5.6
2024-07-02,Sector 52,52,1622,Clear,8.4,5.7
2024-07-03,Sector 52,52,1540,Cloudy,4.1,7.1
2024-07-04,Sector 52,52,1617,Clear,1.2,5.0
2024-07-05,Sector 52,52,1548,Cloudy,4.0,9.2
2024-07-06,Sector 52,52,1550,Clear,1.0,4.2
2024-07-07,Sector 52,52,1418,Clear,1.0,3.8
2024-07-08,Sector 52,52,1707,Clear,6.4,2.6
2024-07-09,Sector 52,52,1446,Clear,9.1,4.6
2024-07-10,Sector 52,52,1633,Clear,5.8,4.2
2024-07-11,Sector 52,52,1657,Clear,1.0,5.9
2024-07-12,Sector 52,52,1587,Clear,1.0,3.3
2024-07-13,Sector 52,52,1370,Cloudy,2.2,7.8
2024-07-14,Sector 52,52,1405,Clear,1.0,5.4
2024-07-15,Sector 52,52,1666,Rain,1.0,8.6
2024-07-16,Sector 52,52,1483,Cloudy,1.0,7.3
2024-07-17,Sector 52,52,1659,Clear,1.0,7.0
2024-07-18,Sector 52,52,1623,Cloudy,6.9,5.0
2024-07-19,Sector 52,52,1568,Clear,8.1,6.7
2024-07-20,Sector 52,52,1392,Clear,7.9,5.5
2024-07-21,Sector 52,52,1417,Clear,1.0,6.6
2024-07-22,Sector 52,52,1743,Cloudy,6.3,6.4
2024-07-23,Sector 52,52,1620,Clear,1.0,4.4
2024-07-24,Sector 52,52,1498,Clear,4.3,5.8
2024-07-25,Sector 52,52,1545,Cloudy,2.6,5.1
2024-07-26,Sector 52,52,1477,Clear,1.0,5.3
2024-07-27,Sector 52,52,1228,Clear,4.7,4.6
2024-07-28,Sector 52,52,1295,Rain,1.0,8.7
2024-07-29,Sector 52,52,1592,Cloudy,1.7,3.7
2024-07-30,Sector 52,52,1698,Clear,1.0,3.2
2024-07-31,Sector 52,52,1672,Clear,3.5,4.0
2024-08-01,Sector 52,52,1470,Cloudy,2.1,7.2
2024-08-02,Sector 52,52,1502,Clear,4.3,3.4
2024-08-03,Sector 52,52,1310,Clear,9.8,4.2
2024-08-04,Sector 52,52,1156,Clear,7.0,1.7
2024-08-05,Sector 52,52,1558,Clear,1.0,4.3
2024-08-06,Sector 52,52,1648,Clear,1.0,2.0
2024-08-07,Sector 52,52,1548,Clear,6.0,6.4
2024-08-08,Sector 52,52,1453,Rain,1.0,9.6
2024-08-09,Sector 52,52,1491,Clear,1.0,5.8
2024-08-10,Sector 52,52,1360,Clear,3.1,4.1
2024-08-11,Sector 52,52,1461,Clear,1.0,6.9
2024-08-12,Sector 52,52,1550,Clear,3.4,2.4
2024-08-13,Sector 52,52,1626,Clear,5.2,6.3
2024-08-14,Sector 52,52,1558,Clear,1.7,4.9
2024-08-15,Sector 52,52,1587,Clear,1.3,4.9
2024-08-16,Sector 52,52,1476,Cloudy,1.0,5.1
2024-08-17,Sector 52,52,1321,Clear,3.9,5.1
2024-08-18,Sector 52,52,1267,Rain,1.0,11.4
2024-08-19,Sector 52,52,1618,Rain,1.0,8.2
2024-08-20,Sector 52,52,1534,Cloudy,1.1,4.4
2024-08-21,Sector 52,52,1225,Clear,1.0,6.8
2024-08-22,Sector 52,52,1604,Clear,1.0,4.8
2024-08-23,Sector 52,52,1649,Cloudy,1.0,3.8
2024-08-24,Sector 52,52,1304,Clear,1.0,3.5
2024-08-25,Sector 52,52,1424,Clear,7.6,3.7
2024-08-26,Sector 52,52,1537,Clear,4.7,5.1
2024-08-27,Sector 52,52,1359,Cloudy,6.9,4.7
2024-08-28,Sector 52,52,1737,Clear,4.1,5.4
2024-08-29,Sector 52,52,1536,Rain,1.0,10.9
2024-08-30,Sector 52,52,1573,Clear,1.0,5.4
2024-08-31,Sector 52,52,1317,Rain,1.0,10.1
2024-09-01,Sector 52,52,1347,Cloudy,5.1,7.3
2024-09-02,Sector 52,52,1568,Clear,2.1,4.4
2024-09-03,Sector 52,52,1455,Clear,1.0,5.2
2024-09-04,Sector 52,52,1710,Clear,1.0,3.9
2024-09-05,Sector 52,52,1629,Clear,4.1,2.1
2024-09-06,Sector 52,52,1599,Clear,1.0,4.5
2024-09-07,Sector 52,52,1359,Clear,1.0,5.5
2024-09-08,Sector 52,52,1301,Clear,4.1,5.7
2024-09-09,Sector 52,52,1646,Clear,1.0,5.8
2024-09-10,Sector 52,52,1606,Clear,1.0,2.7
2024-09-11,Sector 52,52,1512,Clear,4.4,5.7
2024-09-12,Sector 52,52,1448,Rain,1.0,12.2
2024-09-13,Sector 52,52,1402,Clear,1.0,3.8
2024-09-14,Sector 52,52,1373,Clear,1.0,3.9
2024-09-15,Sector 52,52,1346,Clear,4.9,7.0
2024-09-16,Sector 52,52,1658,Clear,1.0,5.5
2024-09-17,Sector 52,52,1640,Clear,1.9,6.6
2024-09-18,Sector 52,52,1551,Clear,5.6,4.3
2024-09-19,Sector 52,52,1540,Clear,1.6,7.1
2024-09-20,Sector 52,52,1440,Clear,1.0,4.8
2024-09-21,Sector 52,52,1468,Clear,3.8,4.0
2024-09-22,Sector 52,52,1363,Clear,1.2,2.6
2024-09-23,Sector 52,52,1604,Clear,1.0,1.9
2024-09-24,Sector 52,52,1657,Clear,1.0,6.7
2024-09-25,Sector 52,52,1494,Cloudy,1.0,5.2
2024-09-26,Sector 52,52,1470,Clear,4.5,6.0
2024-09-27,Sector 52,52,1777,Clear,1.0,6.9
2024-09-28,Sector 52,52,1424,Clear,1.0,6.3
2024-09-29,Sector 52,52,1343,Clear,5.0,4.0
2024-09-30,Sector 52,52,1663,Clear,1.1,2.7
2024-10-01,Sector 52,52,1519,Clear,1.0,5.8
2024-10-02,Sector 52,52,1578,Clear,1.0,5.9
2024-10-03,Sector 52,52,1495,Clear,1.6,7.0
2024-10-04,Sector 52,52,1547,Clear,3.4,2.7
2024-10-05,Sector 52,52,1344,Cloudy,1.0,7.4
2024-10-06,Sector 52,52,1300,Cloudy,1.0,8.8
2024-10-07,Sector 52,52,1572,Clear,1.0,4.3
2024-10-08,Sector 52,52,1490,Clear,1.0,7.4
2024-10-09,Sector 52,52,1603,Clear,1.0,5.1
2024-10-10,Sector 52,52,1522,Clear,5.1,4.9
2024-10-11,Sector 52,52,1390,Cloudy,6.9,3.9
2024-10-12,Sector 52,52,1430,Cloudy,4.8,7.4
2024-10-13,Sector 52,52,1432,Cloudy,1.0,6.4
2024-10-14,Sector 52,52,1761,Cloudy,2.9,8.1
2024-10-15,Sector 52,52,1554,Cloudy,1.0,7.7
2024-10-16,Sector 52,52,1569,Clear,1.0,5.2
2024-10-17,Sector 52,52,1597,Clear,6.6,6.1
2024-10-18,Sector 52,52,1648,Rain,1.0,7.3
2024-10-19,Sector 52,52,1465,Cloudy,1.0,6.2
2024-10-20,Sector 52,52,1406,Clear,1.0,2.5
2024-10-21,Sector 52,52,1552,Clear,1.0,6.6
2024-10-22,Sector 52,52,1634,Clear,7.4,4.4
2024-10-23,Sector 52,52,1549,Cloudy,5.0,6.7
2024-10-24,Sector 52,52,1437,Clear,1.0,7.7
2024-10-25,Sector 52,52,1418,Clear,3.2,5.5
2024-10-26,Sector 52,52,1353,Clear,1.0,6.1
2024-10-27,Sector 52,52,1392,Clear,1.0,3.0
2024-10-28,Sector 52,52,1790,Clear,1.0,5.7
2024-10-29,Sector 52,52,1549,Clear,2.2,4.0
2024-10-30,Sector 52,52,1566,Clear,1.7,1.0
2024-10-31,Sector 52,52,1524,Clear,3.8,3.7
2024-11-01,Sector 52,52,1621,Clear,4.1,5.9
2024-11-02,Sector 52,52,1411,Clear,1.0,2.1
2024-11-03,Sector 52,52,1327,Clear,1.0,5.8
2024-11-04,Sector 52,52,1471,Rain,1.0,10.7
2024-11-05,Sector 52,52,1529,Clear,4.8,6.8
2024-11-06,Sector 52,52,1489,Clear,1.0,6.5
2024-11-07,Sector 52,52,1547,Clear,8.5,4.3
2024-11-08,Sector 52,52,1582,Clear,1.3,4.5
2024-11-09,Sector 52,52,1345,Rain,1.0,9.3
2024-11-10,Sector 52,52,1528,Rain,1.0,11.1
2024-11-11,Sector 52,52,1680,Cloudy,1.0,6.4
2024-11-12,Sector 52,52,1552,Cloudy,1.0,6.4
2024-11-13,Sector 52,52,1484,Clear,5.4,6.1
2024-11-14,Sector 52,52,1572,Clear,1.0,1.8
2024-11-15,Sector 52,52,1564,Clear,1.0,5.4
2024-11-16,Sector 52,52,1393,Clear,1.0,6.0
2024-11-17,Sector 52,52,1363,Clear,1.0,2.8
2024-11-18,Sector 52,52,1482,Clear,4.3,6.5
2024-11-19,Sector 52,52,1584,Clear,1.0,4.5
2024-11-20,Sector 52,52,1549,Cloudy,1.0,5.5
2024-11-21,Sector 52,52,1559,Rain,1.0,11.1
2024-11-22,Sector 52,52,1593,Clear,3.0,4.5
2024-11-23,Sector 52,52,1400,Clear,4.8,7.7
2024-11-24,Sector 52,52,1415,Cloudy,1.0,10.2
2024-11-25,Sector 52,52,1551,Clear,5.1,8.4
2024-11-26,Sector 52,52,1623,Clear,5.0,3.5
2024-11-27,Sector 52,52,1523,Clear,2.7,6.3
2024-11-28,Sector 52,52,1490,Clear,2.2,6.8
2024-11-29,Sector 52,52,1510,Clear,1.0,2.9
2024-11-30,Sector 52,52,1353,Clear,1.0,1.7
2024-12-01,Sector 52,52,1297,Clear,2.4,5.5
2024-12-02,Sector 52,52,1439,Cloudy,1.0,4.7
2024-12-03,Sector 52,52,1645,Cloudy,1.0,9.4
2024-12-04,Sector 52,52,1718,Clear,4.0,5.1
2024-12-05,Sector 52,52,1653,Clear,5.2,5.0
2024-12-06,Sector 52,52,1557,Clear,1.0,5.5
2024-12-07,Sector 52,52,1265,Cloudy,1.0,5.9
2024-12-08,Sector 52,52,1444,Cloudy,2.5,5.2
2024-12-09,Sector 52,52,1456,Clear,1.0,4.0
2024-12-10,Sector 52,52,1599,Clear,3.8,4.4
2024-12-11,Sector 52,52,1534,Rain,1.0,10.0
2024-12-12,Sector 52,52,1398,Cloudy,1.0,6.4
2024-12-13,Sector 52,52,1749,Clear,1.0,7.2
2024-12-14,Sector 52,52,1318,Clear,1.0,5.7
2024-12-15,Sector 52,52,1403,Clear,1.0,3.8
2024-12-16,Sector 52,52,1604,Clear,2.0,5.0
2024-12-17,Sector 52,52,1573,Clear,1.0,3.1
2024-12-18,Sector 52,52,1662,Clear,4.0,3.1
2024-12-19,Sector 52,52,1551,Clear,5.1,7.4
2024-12-20,Sector 52,52,1657,Clear,4.8,3.1
2024-12-21,Sector 52,52,1474,Clear,1.0,5.1
2024-12-22,Sector 52,52,1318,Clear,5.7,5.5
2024-12-23,Sector 52,52,1648,Cloudy,1.0,5.7
2024-12-24,Sector 52,52,1529,Clear,1.0,4.6
2024-12-25,Sector 52,52,1520,Clear,1.0,5.7
2024-12-26,Sector 52,52,1657,Cloudy,1.0,7.0
2024-12-27,Sector 52,52,1594,Clear,1.0,6.2
2024-12-28,Sector 52,52,1489,Clear,1.0,4.2
2024-12-29,Sector 52,52,1492,Rain,1.0,9.9
2024-12-30,Sector 52,52,1503,Clear,2.2,6.2
2024-12-31,Sector 52,52,1707,Clear,1.0,1.6
2025-01-01,Sector 52,52,1665,Cloudy,1.0,8.8
2025-01-02,Sector 52,52,1585,Clear,3.3,8.9
2025-01-03,Sector 52,52,1628,Clear,1.0,7.5
2025-01-04,Sector 52,52,1535,Rain,1.0,9.5
2025-01-05,Sector 52,52,1436,Clear,1.0,4.9
2025-01-06,Sector 52,52,1842,Cloudy,5.7,5.9
2025-01-07,Sector 52,52,1786,Clear,8.3,4.4
2025-01-08,Sector 52,52,1659,Cloudy,1.0,6.4
2025-01-09,Sector 52,52,1628,Clear,6.7,4.4
2025-01-10,Sector 52,52,1634,Clear,1.0,2.8
2025-01-11,Sector 52,52,1418,Clear,3.0,4.0
2025-01-12,Sector 52,52,1487,Cloudy,1.0,7.7
2025-01-13,Sector 52,52,1719,Clear,1.0,7.5
2025-01-14,Sector 52,52,1531,Clear,4.4,2.9
2025-01-15,Sector 52,52,1718,Clear,8.4,4.9
2025-01-16,Sector 52,52,1747,Cloudy,1.0,5.0
2025-01-17,Sector 52,52,1714,Clear,1.0,3.2
2025-01-18,Sector 52,52,1472,Clear,2.6,4.2
2025-01-19,Sector 52,52,1535,Clear,1.0,4.9
2025-01-20,Sector 52,52,1786,Clear,1.0,6.9
2025-01-21,Sector 52,52,1661,Clear,1.0,2.5
2025-01-22,Sector 52,52,1670,Clear,3.0,4.6
2025-01-23,Sector 52,52,1868,Clear,1.0,3.0
2025-01-24,Sector 52,52,1699,Rain,1.0,10.5
2025-01-25,Sector 52,52,1400,Clear,1.9,5.9
2025-01-26,Sector 52,52,1576,Clear,3.9,5.2
2025-01-27,Sector 52,52,1712,Clear,1.0,4.8
2025-01-28,Sector 52,52,1615,Clear,1.0,5.7
2025-01-29,Sector 52,52,1574,Clear,1.7,5.4
2025-01-30,Sector 52,52,1701,Cloudy,1.0,6.2
2025-01-31,Sector 52,52,1674,Clear,2.5,3.4
2025-02-01,Sector 52,52,1387,Clear,2.2,4.2
2025-02-02,Sector 52,52,1496,Cloudy,1.0,6.4
2025-02-03,Sector 52,52,1669,Clear,5.2,5.8
2025-02-04,Sector 52,52,1679,Clear,4.0,7.1
2025-02-05,Sector 52,52,1732,Clear,6.1,5.3
2025-02-06,Sector 52,52,1523,Clear,1.0,7.9
2025-02-07,Sector 52,52,1585,Rain,1.0,9.2
2025-02-08,Sector 52,52,1466,Clear,1.0,7.6
2025-02-09,Sector 52,52,1636,Cloudy,1.0,6.3
2025-02-10,Sector 52,52,1912,Clear,2.5,5.0
2025-02-11,Sector 52,52,1694,Clear,1.0,4.3
2025-02-12,Sector 52,52,1698,Clear,1.0,5.4
2025-02-13,Sector 52,52,1468,Clear,1.0,4.1
2025-02-14,Sector 52,52,1781,Cloudy,1.0,4.3
2025-02-15,Sector 52,52,1561,Clear,1.0,3.2
2025-02-16,Sector 52,52,1546,Cloudy,1.3,8.4
2025-02-17,Sector 52,52,1583,Clear,1.0,5.8
2025-02-18,Sector 52,52,1885,Clear,1.0,6.1
2025-02-19,Sector 52,52,1843,Clear,1.0,4.5
2025-02-20,Sector 52,52,1730,Cloudy,1.0,8.7
2025-02-21,Sector 52,52,1796,Clear,3.9,4.3
2025-02-22,Sector 52,52,1531,Clear,9.0,5.4
2025-02-23,Sector 52,52,1603,Clear,2.4,5.6
2025-02-24,Sector 52,52,1585,Clear,1.0,8.1
2025-02-25,Sector 52,52,1495,Clear,1.0,3.7
2025-02-26,Sector 52,52,1590,Clear,1.9,6.4
2025-02-27,Sector 52,52,1634,Clear,10.1,6.3
2025-02-28,Sector 52,52,1650,Clear,1.0,7.7
2025-03-01,Sector 52,52,1574,Clear,8.0,7.1
2025-03-02,Sector 52,52,1509,Clear,4.0,3.5
2025-03-03,Sector 52,52,1710,Cloudy,1.0,8.7
2025-03-04,Sector 52,52,1603,Rain,1.0,8.5
2025-03-05,Sector 52,52,1595,Cloudy,1.0,4.4
2025-03-06,Sector 52,52,1718,Clear,3.2,5.1
2025-03-07,Sector 52,52,1665,Cloudy,1.0,3.4
2025-03-08,Sector 52,52,1538,Clear,1.5,5.0
2025-03-09,Sector 52,52,1589,Clear,1.0,3.3
2025-03-10,Sector 52,52,1870,Clear,2.6,5.5
2025-03-11,Sector 52,52,1716,Clear,1.0,4.2
2025-03-12,Sector 52,52,1887,Clear,2.7,2.4
2025-03-13,Sector 52,52,1757,Rain,1.0,10.4
2025-03-14,Sector 52,52,1784,Clear,1.0,5.4
2025-03-15,Sector 52,52,1639,Rain,1.0,8.7
2025-03-16,Sector 52,52,1609,Cloudy,1.0,6.0
2025-03-17,Sector 52,52,1646,Clear,2.0,3.8
2025-03-18,Sector 52,52,1822,Clear,1.0,3.7
2025-03-19,Sector 52,52,1687,Clear,1.0,7.5
2025-03-20,Sector 52,52,1750,Clear,1.0,5.4
2025-03-21,Sector 52,52,1735,Clear,1.0,8.4
2025-03-22,Sector 52,52,1651,Clear,1.0,4.6
2025-03-23,Sector 52,52,1581,Clear,1.0,5.6
2025-03-24,Sector 52,52,1595,Clear,2.3,4.5
2025-03-25,Sector 52,52,1919,Clear,1.0,4.2
2025-03-26,Sector 52,52,1802,Cloudy,1.0,8.3
2025-03-27,Sector 52,52,1673,Rain,1.0,11.4
2025-03-28,Sector 52,52,1619,Clear,1.0,4.3
2025-03-29,Sector 52,52,1635,Clear,7.3,5.8
2025-03-30,Sector 52,52,1452,Clear,4.0,2.7
2025-03-31,Sector 52,52,1800,Clear,1.0,4.3
2025-04-01,Sector 52,52,1825,Clear,1.0,5.9
2025-04-02,Sector 52,52,1665,Clear,1.0,6.8
2025-04-03,Sector 52,52,1657,Cloudy,4.2,8.9
2025-04-04,Sector 52,52,1682,Clear,1.2,3.4
2025-04-05,Sector 52,52,1455,Clear,1.0,5.3
2025-04-06,Sector 52,52,1569,Cloudy,1.0,7.4
2025-04-07,Sector 52,52,1760,Clear,1.0,4.4
2025-04-08,Sector 52,52,1794,Clear,1.0,4.7
2025-04-09,Sector 52,52,1648,Clear,1.0,3.1
2025-04-10,Sector 52,52,1804,Clear,1.0,4.0
2025-04-11,Sector 52,52,1634,Clear,1.9,4.0
2025-04-12,Sector 52,52,1625,Clear,2.1,4.8
2025-04-13,Sector 52,52,1408,Clear,2.9,3.9
2025-04-14,Sector 52,52,1871,Clear,3.5,5.4
2025-04-15,Sector 52,52,1676,Clear,5.4,3.0
2025-04-16,Sector 52,52,1781,Clear,2.6,4.4
2025-04-17,Sector 52,52,1788,Clear,1.0,3.6
2025-04-18,Sector 52,52,1606,Cloudy,4.6,8.7
2025-04-19,Sector 52,52,1623,Cloudy,7.6,5.1
2025-04-20,Sector 52,52,1494,Rain,1.0,8.2
2025-04-21,Sector 52,52,1695,Clear,1.0,3.6
2025-04-22,Sector 52,52,1661,Clear,5.4,4.2
2025-04-23,Sector 52,52,1873,Clear,5.2,5.3
2025-04-24,Sector 52,52,1613,Clear,1.0,4.2
2025-04-25,Sector 52,52,1762,Clear,1.0,7.7
2025-04-26,Sector 52,52,1485,Clear,1.0,5.9
2025-04-27,Sector 52,52,1644,Clear,1.0,6.8
2025-04-28,Sector 52,52,1937,Clear,6.3,6.8
2025-04-29,Sector 52,52,1662,Clear,1.7,3.1
2025-04-30,Sector 52,52,1733,Rain,1.0,9.7
2025-05-01,Sector 52,52,1683,Clear,7.2,3.9
2025-05-02,Sector 52,52,1815,Clear,2.6,4.7
2025-05-03,Sector 52,52,1516,Cloudy,1.0,5.6
2025-05-04,Sector 52,52,1623,Clear,1.0,7.1
2025-05-05,Sector 52,52,1680,Clear,1.0,7.6
2025-05-06,Sector 52,52,1925,Clear,7.2,3.8
2025-05-07,Sector 52,52,1512,Clear,1.0,6.1
2025-05-08,Sector 52,52,1750,Clear,1.0,4.6
2025-05-09,Sector 52,52,1713,Cloudy,1.0,6.8
2025-05-10,Sector 52,52,1531,Clear,2.5,5.2
2025-05-11,Sector 52,52,1561,Clear,1.2,5.6
2025-05-12,Sector 52,52,1718,Clear,6.7,4.7
2025-05-13,Sector 52,52,1732,Clear,5.0,5.4
2025-05-14,Sector 52,52,1749,Clear,1.0,4.5
2025-05-15,Sector 52,52,1873,Clear,1.0,6.3
2025-05-16,Sector 52,52,1452,Cloudy,1.0,5.2
2025-05-17,Sector 52,52,1702,Clear,3.0,5.1
2025-05-18,Sector 52,52,1767,Clear,1.0,7.9
2025-05-19,Sector 52,52,1544,Clear,4.1,8.8
2025-05-20,Sector 52,52,1710,Clear,1.0,4.5
2025-05-21,Sector 52,52,1833,Cloudy,1.5,4.8
2025-05-22,Sector 52,52,1790,Clear,1.2,3.4
2025-05-23,Sector 52,52,1859,Clear,1.2,6.3
2025-05-24,Sector 52,52,1558,Clear,2.1,4.9
2025-05-25,Sector 52,52,1333,Clear,2.3,6.1
2025-05-26,Sector 52,52,1822,Clear,1.7,5.0
2025-05-27,Sector 52,52,1759,Clear,1.1,5.4
2025-05-28,Sector 52,52,1835,Clear,4.6,6.7
2025-05-29,Sector 52,52,1555,Clear,10.0,5.1
2025-05-30,Sector 52,52,1583,Clear,5.1,3.8
2025-05-31,Sector 52,52,1518,Clear,1.0,6.5
2025-06-01,Sector 52,52,1640,Clear,5.0,6.5
2025-06-02,Sector 52,52,1844,Cloudy,1.6,4.1
2025-06-03,Sector 52,52,1625,Clear,5.1,4.7
2025-06-04,Sector 52,52,1653,Cloudy,1.2,6.5
2025-06-05,Sector 52,52,1958,Clear,2.3,6.6
2025-06-06,Sector 52,52,1638,Clear,1.0,6.1
2025-06-07,Sector 52,52,1572,Rain,1.0,8.5
2025-06-08,Sector 52,52,1466,Clear,4.6,3.5
2025-06-09,Sector 52,52,1730,Rain,1.0,10.4
2025-06-10,Sector 52,52,1604,Clear,1.0,5.9
2025-06-11,Sector 52,52,1606,Clear,1.0,3.8
2025-06-12,Sector 52,52,1648,Cloudy,2.4,5.7
2025-06-13,Sector 52,52,1631,Rain,1.0,12.9
2025-06-14,Sector 52,52,1473,Cloudy,1.0,6.5
2025-06-15,Sector 52,52,1549,Clear,2.9,3.8
2025-06-16,Sector 52,52,1854,Clear,5.2,7.4
2025-06-17,Sector 52,52,1622,Clear,7.0,3.1
2025-06-18,Sector 52,52,1583,Cloudy,1.0,5.3
2025-06-19,Sector 52,52,1675,Clear,1.0,4.7
2025-06-20,Sector 52,52,1594,Clear,5.6,5.7
2025-06-21,Sector 52,52,1341,Clear,1.0,4.4
2025-06-22,Sector 52,52,1591,Clear,2.8,5.6
2025-06-23,Sector 52,52,1677,Cloudy,1.0,3.7
2025-06-24,Sector 52,52,1685,Cloudy,1.0,8.1
2025-06-25,Sector 52,52,1488,Clear,4.8,6.5
2025-06-26,Sector 52,52,1612,Clear,2.7,0.0
2025-06-27,Sector 52,52,1533,Clear,1.2,2.8
2025-06-28,Sector 52,52,1483,Clear,1.0,4.1
2025-06-29,Sector 52,52,1496,Clear,1.0,3.4
2025-06-30,Sector 52,52,1674,Clear,5.2,3.9
2025-07-01,Sector 52,52,1598,Clear,3.2,6.1
2025-07-02,Sector 52,52,1579,Clear,2.7,4.7
2025-07-03,Sector 52,52,1640,Clear,5.5,3.5
2025-07-04,Sector 52,52,1690,Clear,3.0,5.2
2025-07-05,Sector 52,52,1423,Clear,1.0,4.4
2025-07-06,Sector 52,52,1388,Clear,2.5,5.1
2025-07-07,Sector 52,52,1569,Rain,1.0,11.8
2025-07-08,Sector 52,52,1590,Clear,1.9,2.4
2025-07-09,Sector 52,52,1608,Rain,1.0,10.4
2025-07-10,Sector 52,52,1547,Cloudy,1.0,2.3
2025-07-11,Sector 52,52,1606,Clear,1.0,4.0
